0,1,2
"{'id': 'HGNC:31399', 'label': 'SLC6A17'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0014559', 'label': 'progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome'}"
"{'id': 'HGNC:25751', 'label': 'TRAPPC11'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0014144', 'label': 'autosomal recessive limb-girdle muscular dystrophy type R18'}"
"{'id': 'HGNC:24624', 'label': 'SIL1'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0009567', 'label': 'Marinesco-Sjogren syndrome'}"
"{'id': 'HGNC:33882', 'label': 'INPP5K'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0009567', 'label': 'Marinesco-Sjogren syndrome'}"
"{'id': 'HP:0007221', 'label': 'Progressive truncal ataxia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002078', 'label': 'Truncal ataxia'}"
"{'id': 'HP:0007240', 'label': 'Progressive gait ataxia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002066', 'label': 'Gait ataxia'}"
"{'id': 'HP:0009878', 'label': 'Cerebellar ataxia associated with quadrupedal gait'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HP:0009878', 'label': 'Cerebellar ataxia associated with quadrupedal gait'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0001288', 'label': 'Gait disturbance'}"
"{'id': 'HP:0010868', 'label': 'Ocular dyssynergia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0010867', 'label': 'Dyssynergia'}"
"{'id': 'HP:0010869', 'label': 'Asynergia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0010867', 'label': 'Dyssynergia'}"
"{'id': 'HP:0010867', 'label': 'Dyssynergia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HP:0020035', 'label': 'Lower limb dysmetria'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002406', 'label': 'Limb dysmetria'}"
"{'id': 'HP:0020036', 'label': 'Upper limb dysmetria'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002406', 'label': 'Limb dysmetria'}"
"{'id': 'HP:0012651', 'label': 'Abasia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002066', 'label': 'Gait ataxia'}"
"{'id': 'HP:0001251', 'label': 'Ataxia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000708', 'label': 'Atypical behavior'}"
"{'id': 'HP:0001251', 'label': 'Ataxia'}",{'label': 'biolink:subclass_of'},"{'id': 'UPHENO:0074367', 'label': 'abnormally decreased rate of motor coordination'}"
"{'id': 'HP:0001310', 'label': 'Dysmetria'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HP:0001251', 'label': 'Ataxia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0011443', 'label': 'Abnormality of coordination'}"
"{'id': 'HP:0001251', 'label': 'Ataxia'}",{'label': 'biolink:subclass_of'},"{'id': 'UPHENO:0080275', 'label': 'decreased motor coordination'}"
"{'id': 'HP:0002075', 'label': 'Dysdiadochokinesis'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HP:0002078', 'label': 'Truncal ataxia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HP:0002131', 'label': 'Episodic ataxia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HP:0002406', 'label': 'Limb dysmetria'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0001310', 'label': 'Dysmetria'}"
"{'id': 'HP:0002470', 'label': 'Nonprogressive cerebellar ataxia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HGNC:48', 'label': 'ABCB7'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HGNC:89', 'label': 'ACADM'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HGNC:90', 'label': 'ACADS'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HGNC:93', 'label': 'ACAT1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HGNC:118', 'label': 'ACO2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002066', 'label': 'Gait ataxia'}"
"{'id': 'HGNC:32', 'label': 'ABCA2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002066', 'label': 'Gait ataxia'}"
"{'id': 'HGNC:225', 'label': 'ADAR'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HGNC:391', 'label': 'AKT1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HGNC:61', 'label': 'ABCD1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HGNC:225', 'label': 'ADAR'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002066', 'label': 'Gait ataxia'}"
"{'id': 'HGNC:291', 'label': 'ADSL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002066', 'label': 'Gait ataxia'}"
"{'id': 'HGNC:61', 'label': 'ABCD1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001310', 'label': 'Dysmetria'}"
"{'id': 'HGNC:61', 'label': 'ABCD1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002078', 'label': 'Truncal ataxia'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HGNC:463', 'label': 'AMFR'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HGNC:492', 'label': 'ANK1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'HGNC:10990', 'label': 'SLC25A4'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001251', 'label': 'Ataxia'}"
"{'id': 'CHEBI:16919', 'label': 'creatine'}",{'label': 'biolink:subclass_of'},"{'id': 'CHEBI:24373', 'label': 'glycine derivative'}"
"{'id': 'CHEBI:16919', 'label': 'creatine'}",{'label': 'biolink:subclass_of'},"{'id': 'CHEBI:24436', 'label': 'guanidines'}"
"{'id': 'CHEBI:16919', 'label': 'creatine'}",{'label': 'biolink:related_to'},"{'id': 'CHEBI:50733', 'label': 'nutraceutical'}"
"{'id': 'CHEBI:16919', 'label': 'creatine'}",{'label': 'biolink:related_to'},"{'id': 'CHEBI:63726', 'label': 'neuroprotective agent'}"
"{'id': 'CHEBI:16919', 'label': 'creatine'}",{'label': 'biolink:related_to'},"{'id': 'CHEBI:57947', 'label': 'creatine zwitterion'}"
"{'id': 'CHEBI:16919', 'label': 'creatine'}",{'label': 'biolink:related_to'},"{'id': 'CHEBI:176497', 'label': 'geroprotector'}"
"{'id': 'CHEBI:16919', 'label': 'creatine'}",{'label': 'biolink:related_to'},"{'id': 'CHEBI:66924', 'label': 'creatinate'}"
"{'id': 'CHEBI:16919', 'label': 'creatine'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0002050', 'label': 'depressive disorder'}"
"{'id': 'CHEBI:16919', 'label': 'creatine'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0004323', 'label': 'muscular atrophy'}"
"{'id': 'CHEBI:16919', 'label': 'creatine'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0003939', 'label': 'muscle tissue disorder'}"
"{'id': 'CHEBI:16919', 'label': 'creatine'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0021095', 'label': 'parkinsonian disorder'}"
"{'id': 'CHEBI:16919', 'label': 'creatine'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0006732', 'label': 'drug-induced dyskinesia'}"
"{'id': 'CHEBI:16737', 'label': 'creatinine'}",{'label': 'biolink:related_to'},"{'id': 'CHEBI:16919', 'label': 'creatine'}"
"{'id': 'CHEBI:17287', 'label': 'N-phosphocreatine'}",{'label': 'biolink:related_to'},"{'id': 'CHEBI:16919', 'label': 'creatine'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:5237', 'label': 'HSPA4'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:8587', 'label': 'PAICS'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:9935', 'label': 'RCN2'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:2084', 'label': 'CLPP'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:18856', 'label': 'CREB3L1'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:enables'},"{'id': 'GO:0005353', 'label': 'fructose transmembrane transporter activity'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:actively_involved_in'},"{'id': 'GO:0015755', 'label': 'fructose transmembrane transport'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:enables'},"{'id': 'GO:0005354', 'label': 'galactose transmembrane transporter activity'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:enables'},"{'id': 'GO:0005515', 'label': 'protein binding'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:enables'},"{'id': 'GO:0033300', 'label': 'dehydroascorbic acid transmembrane transporter activity'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:actively_involved_in'},"{'id': 'GO:0015757', 'label': 'galactose transmembrane transport'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:actively_involved_in'},"{'id': 'GO:0098708', 'label': 'glucose import across plasma membrane'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:actively_involved_in'},"{'id': 'GO:1904659', 'label': 'glucose transmembrane transport'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:located_in'},"{'id': 'GO:0030667', 'label': 'secretory granule membrane'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:located_in'},"{'id': 'GO:0035579', 'label': 'specific granule membrane'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:located_in'},"{'id': 'GO:0042995', 'label': 'cell projection'}"
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:located_in'},"{'id': 'GO:0043204', 'label': 'perikaryon'}"
"{'id': 'HGNC:7463', 'label': 'MTNR1A'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:7464', 'label': 'MTNR1B'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:5173', 'label': 'HRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:6407', 'label': 'KRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:8874', 'label': 'PFKFB3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:4922', 'label': 'HK1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:2345', 'label': 'CREB1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:6990', 'label': 'MECP2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:4910', 'label': 'HIF1A'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:11167', 'label': 'SNTA1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:3312', 'label': 'ELAVL1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:18301', 'label': 'SLC2A14'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:26775', 'label': 'TMEM192'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:2347', 'label': 'CREB3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:8607', 'label': 'PRKN'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:18224', 'label': 'ZRANB1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HGNC:5241', 'label': 'HSPA8'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11007', 'label': 'SLC2A3'}"
"{'id': 'HP:0006803', 'label': 'Vivid hallucinations'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000738', 'label': 'Hallucinations'}"
"{'id': 'HP:0006844', 'label': 'Absent patellar reflexes'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002522', 'label': 'Areflexia of lower limbs'}"
"{'id': 'HP:0006863', 'label': 'Severe expressive language delay'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002474', 'label': 'Expressive language delay'}"
"{'id': 'HP:0006896', 'label': 'Hypnopompic hallucinations'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000738', 'label': 'Hallucinations'}"
"{'id': 'HP:0006915', 'label': 'Inability to walk by childhood/adolescence'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002540', 'label': 'Inability to walk'}"
"{'id': 'HP:0006932', 'label': 'Transient psychotic episodes'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000725', 'label': 'Psychotic episodes'}"
"{'id': 'HP:0006934', 'label': 'Congenital nystagmus'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000639', 'label': 'Nystagmus'}"
"{'id': 'HP:0006962', 'label': 'Gait instability, worse in the dark'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002317', 'label': 'Unsteady gait'}"
"{'id': 'HP:0006977', 'label': 'Deficit in grammar'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002463', 'label': 'Language impairment'}"
"{'id': 'HP:0006979', 'label': 'Sleep-wake cycle disturbance'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002360', 'label': 'Sleep disturbance'}"
"{'id': 'HP:0007089', 'label': 'Facial-lingual fasciculations'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002380', 'label': 'Fasciculations'}"
"{'id': 'HP:0007089', 'label': 'Facial-lingual fasciculations'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0010546', 'label': 'Muscle fibrillation'}"
"{'id': 'HP:0006961', 'label': 'Jerky head movements'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002457', 'label': 'Abnormal head movements'}"
"{'id': 'HP:0007000', 'label': 'Morning myoclonic jerks'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0001336', 'label': 'Myoclonus'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002599', 'label': 'Head titubation'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001284', 'label': 'Areflexia'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001265', 'label': 'Hyporeflexia'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001332', 'label': 'Dystonia'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001337', 'label': 'Tremor'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001315', 'label': 'Reduced tendon reflexes'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0012179', 'label': 'Craniofacial dystonia'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0030903', 'label': 'Grasp reflex'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002080', 'label': 'Intention tremor'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0003438', 'label': 'Absent Achilles reflex'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0100710', 'label': 'Impulsivity'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0020045', 'label': 'Esodeviation'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002355', 'label': 'Difficulty walking'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}"
"{'id': 'MONDO:0011671', 'label': 'Huntington disease-like 2'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'MONDO:0008458', 'label': 'spinocerebellar ataxia type 2'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0003743', 'label': 'Genetic anticipation'}"
"{'id': 'MONDO:0008458', 'label': 'spinocerebellar ataxia type 2'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'MONDO:0011781', 'label': 'spinocerebellar ataxia type 17'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'MONDO:0007182', 'label': 'Machado-Joseph disease'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0003743', 'label': 'Genetic anticipation'}"
"{'id': 'MONDO:0007182', 'label': 'Machado-Joseph disease'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'MONDO:0011638', 'label': 'neuroferritinopathy'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'MONDO:0018945', 'label': 'McLeod neuroacanthocytosis syndrome'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0001417', 'label': 'X-linked inheritance'}"
"{'id': 'MONDO:0008119', 'label': 'spinocerebellar ataxia type 1'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'MONDO:0008119', 'label': 'spinocerebellar ataxia type 1'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0003744', 'label': 'Genetic anticipation with paternal anticipation bias'}"
"{'id': 'MONDO:0011487', 'label': 'Huntington disease-like 3'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}"
"{'id': 'MONDO:0007435', 'label': 'dentatorubral-pallidoluysian atrophy'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'MONDO:0007435', 'label': 'dentatorubral-pallidoluysian atrophy'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0003743', 'label': 'Genetic anticipation'}"
"{'id': 'MONDO:0009319', 'label': 'pantothenate kinase-associated neurodegeneration'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000007', 'label': 'Autosomal recessive inheritance'}"
"{'id': 'MONDO:0007182', 'label': 'Machado-Joseph disease'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0015548', 'label': 'Huntington disease-like syndrome'}"
"{'id': 'MONDO:0007182', 'label': 'Machado-Joseph disease'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0019792', 'label': 'autosomal dominant cerebellar ataxia type I'}"
"{'id': 'MONDO:0007435', 'label': 'dentatorubral-pallidoluysian atrophy'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0015548', 'label': 'Huntington disease-like syndrome'}"
"{'id': 'MONDO:0007435', 'label': 'dentatorubral-pallidoluysian atrophy'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0019794', 'label': 'autosomal dominant cerebellar ataxia type IV'}"
"{'id': 'HGNC:10555', 'label': 'ATXN2'}",{'label': 'biolink:causes'},"{'id': 'MONDO:0008458', 'label': 'spinocerebellar ataxia type 2'}"
"{'id': 'HGNC:11588', 'label': 'TBP'}",{'label': 'biolink:causes'},"{'id': 'MONDO:0011781', 'label': 'spinocerebellar ataxia type 17'}"
"{'id': 'HGNC:7106', 'label': 'ATXN3'}",{'label': 'biolink:causes'},"{'id': 'MONDO:0007182', 'label': 'Machado-Joseph disease'}"
"{'id': 'HGNC:1908', 'label': 'VPS13A'}",{'label': 'biolink:causes'},"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}"
"{'id': 'HGNC:15894', 'label': 'PANK2'}",{'label': 'biolink:causes'},"{'id': 'MONDO:0009319', 'label': 'pantothenate kinase-associated neurodegeneration'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:causes'},"{'id': 'MONDO:0011638', 'label': 'neuroferritinopathy'}"
"{'id': 'HGNC:3033', 'label': 'ATN1'}",{'label': 'biolink:causes'},"{'id': 'MONDO:0007435', 'label': 'dentatorubral-pallidoluysian atrophy'}"
"{'id': 'HGNC:10548', 'label': 'ATXN1'}",{'label': 'biolink:causes'},"{'id': 'MONDO:0008119', 'label': 'spinocerebellar ataxia type 1'}"
"{'id': 'HGNC:12811', 'label': 'XK'}",{'label': 'biolink:causes'},"{'id': 'MONDO:0018945', 'label': 'McLeod neuroacanthocytosis syndrome'}"
"{'id': 'HGNC:14203', 'label': 'JPH3'}",{'label': 'biolink:causes'},"{'id': 'MONDO:0011671', 'label': 'Huntington disease-like 2'}"
"{'id': 'HGNC:15894', 'label': 'PANK2'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0016304', 'label': 'classic pantothenate kinase-associated neurodegeneration'}"
"{'id': 'HGNC:15894', 'label': 'PANK2'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0016305', 'label': 'atypical pantothenate kinase-associated neurodegeneration'}"
